Client_ID,Status,Days_To_First_Engagement,Days_To_First_Engagement_Num,Completed_Flag,Churned_Flag,Checkin_Rate_Pct,Goal_Achieved,Goal_Achieved_Flag,Engagement_Threshold_Group
C0715,Ghost,999,999,0,1,7.1,No,0,Did Not Engage Within 3 Days
C0716,Inactive,7,7,0,1,28.6,Ongoing,0,Did Not Engage Within 3 Days
C0717,Completed,2,2,1,0,78.6,Yes,1,Engaged Within 3 Days
C0718,Completed,1,1,1,0,85.7,Yes,1,Engaged Within 3 Days
C0719,Completed,5,5,1,0,92.9,Yes,1,Did Not Engage Within 3 Days
C0720,Completed,2,2,1,0,78.6,Yes,1,Engaged Within 3 Days
C0721,Completed,0,0,1,0,100.0,Yes,1,Engaged Within 3 Days
C0722,Completed,0,0,1,0,92.9,Yes,1,Engaged Within 3 Days
C0723,Completed,0,0,1,0,100.0,Partial,1,Engaged Within 3 Days
C0724,Completed,3,3,1,0,100.0,Partial,1,Engaged Within 3 Days
C0725,Completed,1,1,1,0,92.9,Yes,1,Engaged Within 3 Days
C0726,Completed,2,2,1,0,85.7,Yes,1,Engaged Within 3 Days
C0727,Completed,0,0,1,0,100.0,Yes,1,Engaged Within 3 Days
C0728,Completed,2,2,1,0,85.7,Yes,1,Engaged Within 3 Days
C0729,Completed,0,0,1,0,78.6,Partial,1,Engaged Within 3 Days
C0730,Completed,1,1,1,0,100.0,Yes,1,Engaged Within 3 Days
C0731,Completed,5,5,1,0,78.6,Yes,1,Did Not Engage Within 3 Days
C0732,Completed,1,1,1,0,92.9,Partial,1,Engaged Within 3 Days
C0733,Completed,0,0,1,0,78.6,Partial,1,Engaged Within 3 Days
C0734,Inactive,1,1,0,1,14.3,Ongoing,0,Engaged Within 3 Days
C0735,Ghost,3,3,0,1,7.1,No,0,Engaged Within 3 Days
C0736,Inactive,5,5,0,1,14.3,Ongoing,0,Did Not Engage Within 3 Days
C0737,Ghost,2,2,0,1,7.1,No,0,Engaged Within 3 Days
C0738,Completed,1,1,1,0,100.0,Yes,1,Engaged Within 3 Days
C0739,Completed,2,2,1,0,92.9,Yes,1,Engaged Within 3 Days
C0740,Completed,0,0,1,0,85.7,Yes,1,Engaged Within 3 Days
C0741,Completed,0,0,1,0,100.0,Yes,1,Engaged Within 3 Days
C0742,Completed,0,0,1,0,100.0,Yes,1,Engaged Within 3 Days
C0743,Ghost,999,999,0,1,7.1,No,0,Did Not Engage Within 3 Days
C0744,Completed,3,3,1,0,92.9,Yes,1,Engaged Within 3 Days
C0745,Completed,7,7,1,0,100.0,Yes,1,Did Not Engage Within 3 Days
C0746,Completed,0,0,1,0,78.6,Yes,1,Engaged Within 3 Days
C0747,Completed,3,3,1,0,85.7,Partial,1,Engaged Within 3 Days
C0748,Ghost,0,0,0,1,0.0,No,0,Engaged Within 3 Days
C0749,Completed,7,7,1,0,78.6,Partial,1,Did Not Engage Within 3 Days
C0750,Completed,0,0,1,0,78.6,Yes,1,Engaged Within 3 Days
C0751,Completed,0,0,1,0,100.0,Yes,1,Engaged Within 3 Days
C0752,Completed,1,1,1,0,85.7,Yes,1,Engaged Within 3 Days
C0753,Completed,0,0,1,0,85.7,Partial,1,Engaged Within 3 Days
C0754,Inactive,5,5,0,1,14.3,Ongoing,0,Did Not Engage Within 3 Days
C0755,Completed,0,0,1,0,100.0,Yes,1,Engaged Within 3 Days
C0756,Completed,7,7,1,0,100.0,Yes,1,Did Not Engage Within 3 Days
C0757,Completed,0,0,1,0,85.7,Partial,1,Engaged Within 3 Days
C0758,Completed,7,7,1,0,100.0,Partial,1,Did Not Engage Within 3 Days
C0759,Inactive,7,7,0,1,14.3,Ongoing,0,Did Not Engage Within 3 Days
C0760,Completed,3,3,1,0,78.6,Yes,1,Engaged Within 3 Days
C0761,Completed,2,2,1,0,78.6,Yes,1,Engaged Within 3 Days
C0762,Completed,0,0,1,0,85.7,Yes,1,Engaged Within 3 Days
C0763,Completed,0,0,1,0,78.6,Yes,1,Engaged Within 3 Days
C0764,Completed,0,0,1,0,100.0,Partial,1,Engaged Within 3 Days
C0765,Completed,7,7,1,0,78.6,Yes,1,Did Not Engage Within 3 Days
C0766,Completed,0,0,1,0,85.7,Yes,1,Engaged Within 3 Days
C0767,Completed,0,0,1,0,78.6,Partial,1,Engaged Within 3 Days
C0768,Completed,0,0,1,0,100.0,Partial,1,Engaged Within 3 Days
C0769,Completed,3,3,1,0,85.7,Yes,1,Engaged Within 3 Days
C0770,Completed,0,0,1,0,92.9,Yes,1,Engaged Within 3 Days
C0771,Completed,1,1,1,0,85.7,Partial,1,Engaged Within 3 Days
C0772,Completed,1,1,1,0,78.6,Partial,1,Engaged Within 3 Days
C0773,Completed,0,0,1,0,78.6,Partial,1,Engaged Within 3 Days
C0774,Inactive,2,2,0,1,21.4,Ongoing,0,Engaged Within 3 Days
C0775,Completed,0,0,1,0,78.6,Yes,1,Engaged Within 3 Days
C0776,Quit,1,1,0,1,7.1,No,0,Engaged Within 3 Days
C0777,Completed,0,0,1,0,92.9,Yes,1,Engaged Within 3 Days
C0778,Completed,2,2,1,0,78.6,Partial,1,Engaged Within 3 Days
C0779,Completed,0,0,1,0,100.0,Yes,1,Engaged Within 3 Days
C0780,Completed,0,0,1,0,78.6,Partial,1,Engaged Within 3 Days
C0781,Completed,0,0,1,0,92.9,Yes,1,Engaged Within 3 Days
C0782,Completed,0,0,1,0,92.9,Yes,1,Engaged Within 3 Days
C0783,Ghost,0,0,0,1,7.1,No,0,Engaged Within 3 Days
C0784,Ghost,7,7,0,1,0.0,No,0,Did Not Engage Within 3 Days
C0785,Completed,3,3,1,0,85.7,Yes,1,Engaged Within 3 Days
C0786,Quit,1,1,0,1,14.3,No,0,Engaged Within 3 Days
C0787,Completed,2,2,1,0,92.9,Yes,1,Engaged Within 3 Days
C0788,Completed,2,2,1,0,92.9,Yes,1,Engaged Within 3 Days
C0789,Ghost,0,0,0,1,0.0,No,0,Engaged Within 3 Days
C0790,Ghost,2,2,0,1,7.1,No,0,Engaged Within 3 Days
C0791,Quit,0,0,0,1,7.1,No,0,Engaged Within 3 Days
C0792,Completed,1,1,1,0,100.0,Yes,1,Engaged Within 3 Days
C0793,Ghost,999,999,0,1,0.0,No,0,Did Not Engage Within 3 Days
C0794,Completed,0,0,1,0,85.7,Yes,1,Engaged Within 3 Days
C0795,Completed,1,1,1,0,100.0,Yes,1,Engaged Within 3 Days
C0796,Ghost,3,3,0,1,7.1,No,0,Engaged Within 3 Days
C0797,Completed,2,2,1,0,100.0,Yes,1,Engaged Within 3 Days
C0798,Completed,2,2,1,0,78.6,Partial,1,Engaged Within 3 Days
C0799,Ghost,999,999,0,1,0.0,No,0,Did Not Engage Within 3 Days
C0800,Completed,0,0,1,0,78.6,Yes,1,Engaged Within 3 Days
C0801,Completed,0,0,1,0,85.7,Partial,1,Engaged Within 3 Days
C0802,Completed,2,2,1,0,100.0,Yes,1,Engaged Within 3 Days
C0803,Completed,0,0,1,0,78.6,Yes,1,Engaged Within 3 Days
C0804,Completed,0,0,1,0,92.9,Yes,1,Engaged Within 3 Days
C0805,Completed,7,7,1,0,100.0,Partial,1,Did Not Engage Within 3 Days
C0806,Completed,3,3,1,0,92.9,Yes,1,Engaged Within 3 Days
C0807,Completed,7,7,1,0,78.6,Partial,1,Did Not Engage Within 3 Days
C0808,Completed,0,0,1,0,85.7,Yes,1,Engaged Within 3 Days
C0809,Ghost,999,999,0,1,0.0,No,0,Did Not Engage Within 3 Days
C0810,Completed,2,2,1,0,92.9,Yes,1,Engaged Within 3 Days
C0811,Completed,3,3,1,0,92.9,Yes,1,Engaged Within 3 Days
C0812,Completed,0,0,1,0,78.6,Partial,1,Engaged Within 3 Days
C0813,Completed,3,3,1,0,100.0,Partial,1,Engaged Within 3 Days
C0814,Completed,1,1,1,0,85.7,Yes,1,Engaged Within 3 Days
C0815,Completed,3,3,1,0,92.9,Yes,1,Engaged Within 3 Days
C0816,Completed,2,2,1,0,85.7,Yes,1,Engaged Within 3 Days
C0817,Completed,5,5,1,0,78.6,Yes,1,Did Not Engage Within 3 Days
C0818,Completed,2,2,1,0,92.9,Yes,1,Engaged Within 3 Days
C0819,Ghost,999,999,0,1,7.1,No,0,Did Not Engage Within 3 Days
C0820,Completed,3,3,1,0,92.9,Yes,1,Engaged Within 3 Days
C0821,Completed,0,0,1,0,85.7,Yes,1,Engaged Within 3 Days
C0822,Completed,3,3,1,0,78.6,Yes,1,Engaged Within 3 Days
C0823,Completed,1,1,1,0,78.6,Partial,1,Engaged Within 3 Days
C0824,Completed,1,1,1,0,85.7,Partial,1,Engaged Within 3 Days
C0825,Completed,5,5,1,0,92.9,Yes,1,Did Not Engage Within 3 Days
C0826,Completed,1,1,1,0,100.0,Yes,1,Engaged Within 3 Days
C0827,Completed,5,5,1,0,92.9,Yes,1,Did Not Engage Within 3 Days
C0828,Completed,2,2,1,0,100.0,Yes,1,Engaged Within 3 Days
C0829,Completed,3,3,1,0,85.7,Partial,1,Engaged Within 3 Days
C0830,Completed,5,5,1,0,78.6,Yes,1,Did Not Engage Within 3 Days
C0831,Completed,5,5,1,0,85.7,Partial,1,Did Not Engage Within 3 Days
C0832,Completed,2,2,1,0,85.7,Partial,1,Engaged Within 3 Days
C0833,Completed,3,3,1,0,85.7,Partial,1,Engaged Within 3 Days
C0834,Completed,1,1,1,0,92.9,Partial,1,Engaged Within 3 Days
C0835,Completed,2,2,1,0,100.0,Yes,1,Engaged Within 3 Days
C0836,Completed,1,1,1,0,100.0,Partial,1,Engaged Within 3 Days
C0837,Completed,2,2,1,0,85.7,Partial,1,Engaged Within 3 Days
C0838,Completed,2,2,1,0,100.0,Yes,1,Engaged Within 3 Days
C0839,Inactive,0,0,0,1,35.7,Ongoing,0,Engaged Within 3 Days
C0840,Completed,7,7,1,0,92.9,Partial,1,Did Not Engage Within 3 Days
C0841,Inactive,3,3,0,1,14.3,Ongoing,0,Engaged Within 3 Days
C0842,Completed,5,5,1,0,92.9,Yes,1,Did Not Engage Within 3 Days
C0843,Completed,0,0,1,0,92.9,Partial,1,Engaged Within 3 Days
C0844,Completed,3,3,1,0,92.9,Yes,1,Engaged Within 3 Days
C0845,Completed,1,1,1,0,92.9,Yes,1,Engaged Within 3 Days
C0846,Completed,2,2,1,0,100.0,Partial,1,Engaged Within 3 Days
C0847,Completed,1,1,1,0,85.7,Yes,1,Engaged Within 3 Days
C0848,Completed,2,2,1,0,78.6,Yes,1,Engaged Within 3 Days
C0849,Completed,0,0,1,0,85.7,Yes,1,Engaged Within 3 Days
C0850,Completed,3,3,1,0,85.7,Partial,1,Engaged Within 3 Days
C0851,Completed,3,3,1,0,100.0,Partial,1,Engaged Within 3 Days
C0852,Completed,3,3,1,0,85.7,Partial,1,Engaged Within 3 Days
C0853,Quit,1,1,0,1,7.1,No,0,Engaged Within 3 Days
C0854,Completed,1,1,1,0,85.7,Partial,1,Engaged Within 3 Days
C0855,Completed,0,0,1,0,85.7,Yes,1,Engaged Within 3 Days
C0856,Ghost,0,0,0,1,7.1,No,0,Engaged Within 3 Days
C0857,Completed,0,0,1,0,85.7,Yes,1,Engaged Within 3 Days
C0858,Inactive,3,3,0,1,14.3,Ongoing,0,Engaged Within 3 Days
C0859,Completed,2,2,1,0,78.6,Partial,1,Engaged Within 3 Days
C0860,Completed,2,2,1,0,100.0,Yes,1,Engaged Within 3 Days
C0861,Completed,0,0,1,0,100.0,Yes,1,Engaged Within 3 Days
C0862,Completed,2,2,1,0,78.6,Partial,1,Engaged Within 3 Days
C0863,Completed,1,1,1,0,85.7,Yes,1,Engaged Within 3 Days
C0864,Completed,1,1,1,0,100.0,Partial,1,Engaged Within 3 Days
C0865,Ghost,0,0,0,1,7.1,No,0,Engaged Within 3 Days
C0866,Ghost,999,999,0,1,0.0,No,0,Did Not Engage Within 3 Days
C0867,Completed,5,5,1,0,92.9,Yes,1,Did Not Engage Within 3 Days
C0868,Completed,0,0,1,0,85.7,Partial,1,Engaged Within 3 Days
C0869,Completed,1,1,1,0,100.0,Yes,1,Engaged Within 3 Days
C0870,Completed,0,0,1,0,78.6,Partial,1,Engaged Within 3 Days
C0871,Completed,0,0,1,0,78.6,Yes,1,Engaged Within 3 Days
C0872,Inactive,1,1,0,1,28.6,Ongoing,0,Engaged Within 3 Days
C0873,Ghost,999,999,0,1,7.1,No,0,Did Not Engage Within 3 Days
C0874,Completed,1,1,1,0,92.9,Yes,1,Engaged Within 3 Days
C0875,Completed,2,2,1,0,100.0,Yes,1,Engaged Within 3 Days
C0876,Ghost,7,7,0,1,7.1,No,0,Did Not Engage Within 3 Days
C0877,Completed,3,3,1,0,78.6,Yes,1,Engaged Within 3 Days
C0878,Completed,0,0,1,0,85.7,Yes,1,Engaged Within 3 Days
C0879,Completed,1,1,1,0,85.7,Partial,1,Engaged Within 3 Days
C0880,Completed,0,0,1,0,92.9,Yes,1,Engaged Within 3 Days
C0881,Completed,0,0,1,0,78.6,Partial,1,Engaged Within 3 Days
C0882,Completed,3,3,1,0,92.9,Yes,1,Engaged Within 3 Days
C0883,Completed,0,0,1,0,78.6,Partial,1,Engaged Within 3 Days
C0884,Completed,0,0,1,0,78.6,Partial,1,Engaged Within 3 Days
C0885,Ghost,999,999,0,1,0.0,No,0,Did Not Engage Within 3 Days
C0886,Completed,0,0,1,0,78.6,Yes,1,Engaged Within 3 Days
C0887,Inactive,5,5,0,1,14.3,Ongoing,0,Did Not Engage Within 3 Days
C0888,Completed,1,1,1,0,92.9,Partial,1,Engaged Within 3 Days
C0889,Inactive,2,2,0,1,21.4,Ongoing,0,Engaged Within 3 Days
C0890,Completed,0,0,1,0,85.7,Partial,1,Engaged Within 3 Days
C0891,Completed,0,0,1,0,92.9,Yes,1,Engaged Within 3 Days
C0892,Completed,0,0,1,0,85.7,Yes,1,Engaged Within 3 Days
C0893,Completed,0,0,1,0,85.7,Partial,1,Engaged Within 3 Days
C0894,Completed,0,0,1,0,85.7,Yes,1,Engaged Within 3 Days
C0895,Completed,3,3,1,0,85.7,Partial,1,Engaged Within 3 Days
C0896,Completed,5,5,1,0,92.9,Partial,1,Did Not Engage Within 3 Days
C0897,Completed,2,2,1,0,100.0,Yes,1,Engaged Within 3 Days
C0898,Completed,0,0,1,0,100.0,Yes,1,Engaged Within 3 Days
C0899,Completed,1,1,1,0,85.7,Partial,1,Engaged Within 3 Days
C0900,Completed,7,7,1,0,85.7,Yes,1,Did Not Engage Within 3 Days
C0901,Completed,0,0,1,0,92.9,Yes,1,Engaged Within 3 Days
C0902,Completed,1,1,1,0,78.6,Yes,1,Engaged Within 3 Days
C0903,Ghost,0,0,0,1,7.1,No,0,Engaged Within 3 Days
C0904,Completed,0,0,1,0,85.7,Yes,1,Engaged Within 3 Days
C0905,Completed,2,2,1,0,78.6,Yes,1,Engaged Within 3 Days
C0906,Completed,0,0,1,0,78.6,Partial,1,Engaged Within 3 Days
C0907,Inactive,0,0,0,1,21.4,Ongoing,0,Engaged Within 3 Days
C0908,Completed,3,3,1,0,100.0,Partial,1,Engaged Within 3 Days
C0909,Completed,1,1,1,0,100.0,Partial,1,Engaged Within 3 Days
C0910,Inactive,3,3,0,1,35.7,Ongoing,0,Engaged Within 3 Days
C0911,Completed,0,0,1,0,78.6,Yes,1,Engaged Within 3 Days
C0912,Completed,5,5,1,0,78.6,Yes,1,Did Not Engage Within 3 Days
C0913,Completed,0,0,1,0,100.0,Yes,1,Engaged Within 3 Days
C0914,Completed,0,0,1,0,100.0,Partial,1,Engaged Within 3 Days
C0915,Completed,0,0,1,0,85.7,Yes,1,Engaged Within 3 Days
C0916,Completed,2,2,1,0,78.6,Partial,1,Engaged Within 3 Days
C0917,Completed,0,0,1,0,78.6,Partial,1,Engaged Within 3 Days
C0918,Quit,1,1,0,1,21.4,No,0,Engaged Within 3 Days
C0919,Inactive,7,7,0,1,28.6,Ongoing,0,Did Not Engage Within 3 Days
C0920,Ghost,999,999,0,1,0.0,No,0,Did Not Engage Within 3 Days
C0921,Completed,0,0,1,0,85.7,Yes,1,Engaged Within 3 Days
C0922,Completed,2,2,1,0,85.7,Yes,1,Engaged Within 3 Days
C0923,Inactive,0,0,0,1,35.7,Ongoing,0,Engaged Within 3 Days
C0924,Completed,0,0,1,0,85.7,Yes,1,Engaged Within 3 Days
C0925,Completed,0,0,1,0,78.6,Yes,1,Engaged Within 3 Days
C0926,Completed,0,0,1,0,100.0,Partial,1,Engaged Within 3 Days
C0927,Completed,0,0,1,0,85.7,Yes,1,Engaged Within 3 Days
C0928,Completed,1,1,1,0,78.6,Partial,1,Engaged Within 3 Days
C0929,Completed,2,2,1,0,78.6,Yes,1,Engaged Within 3 Days
C0930,Completed,0,0,1,0,100.0,Yes,1,Engaged Within 3 Days
C0931,Completed,2,2,1,0,78.6,Partial,1,Engaged Within 3 Days
C0932,Ghost,999,999,0,1,0.0,No,0,Did Not Engage Within 3 Days
C0933,Completed,2,2,1,0,78.6,Partial,1,Engaged Within 3 Days
C0934,Completed,3,3,1,0,78.6,Yes,1,Engaged Within 3 Days
C0935,Completed,3,3,1,0,85.7,Yes,1,Engaged Within 3 Days
C0936,Completed,1,1,1,0,78.6,Yes,1,Engaged Within 3 Days
C0937,Completed,3,3,1,0,92.9,Partial,1,Engaged Within 3 Days
C0938,Completed,2,2,1,0,92.9,Yes,1,Engaged Within 3 Days
C0939,Completed,0,0,1,0,78.6,Partial,1,Engaged Within 3 Days
C0940,Completed,2,2,1,0,100.0,Partial,1,Engaged Within 3 Days
C0941,Completed,0,0,1,0,100.0,Yes,1,Engaged Within 3 Days
C0942,Completed,2,2,1,0,100.0,Yes,1,Engaged Within 3 Days
C0943,Completed,1,1,1,0,78.6,Yes,1,Engaged Within 3 Days
C0944,Completed,3,3,1,0,78.6,Partial,1,Engaged Within 3 Days
C0945,Ghost,999,999,0,1,0.0,No,0,Did Not Engage Within 3 Days
C0946,Completed,2,2,1,0,85.7,Partial,1,Engaged Within 3 Days
C0947,Completed,0,0,1,0,78.6,Yes,1,Engaged Within 3 Days
C0948,Ghost,999,999,0,1,7.1,No,0,Did Not Engage Within 3 Days
C0949,Completed,1,1,1,0,100.0,Yes,1,Engaged Within 3 Days
C0950,Completed,1,1,1,0,78.6,Yes,1,Engaged Within 3 Days
C0951,Completed,3,3,1,0,100.0,Yes,1,Engaged Within 3 Days
C0952,Inactive,5,5,0,1,21.4,Ongoing,0,Did Not Engage Within 3 Days
C0953,Completed,2,2,1,0,92.9,Yes,1,Engaged Within 3 Days
C0954,Completed,2,2,1,0,100.0,Yes,1,Engaged Within 3 Days
C0955,Completed,0,0,1,0,92.9,Yes,1,Engaged Within 3 Days
C0956,Completed,1,1,1,0,78.6,Partial,1,Engaged Within 3 Days
C0957,Completed,1,1,1,0,85.7,Yes,1,Engaged Within 3 Days
C0958,Completed,5,5,1,0,92.9,Yes,1,Did Not Engage Within 3 Days
C0959,Ghost,999,999,0,1,0.0,No,0,Did Not Engage Within 3 Days
C0960,Ghost,999,999,0,1,0.0,No,0,Did Not Engage Within 3 Days
C0961,Completed,3,3,1,0,92.9,Partial,1,Engaged Within 3 Days
C0962,Completed,0,0,1,0,92.9,Partial,1,Engaged Within 3 Days
C0963,Quit,2,2,0,1,21.4,No,0,Engaged Within 3 Days
C0964,Completed,3,3,1,0,78.6,Yes,1,Engaged Within 3 Days
C0965,Ghost,0,0,0,1,0.0,No,0,Engaged Within 3 Days
C0966,Completed,0,0,1,0,78.6,Yes,1,Engaged Within 3 Days
C0967,Ghost,999,999,0,1,0.0,No,0,Did Not Engage Within 3 Days
C0968,Completed,2,2,1,0,100.0,Yes,1,Engaged Within 3 Days
C0969,Completed,0,0,1,0,92.9,Yes,1,Engaged Within 3 Days
C0970,Ghost,1,1,0,1,0.0,No,0,Engaged Within 3 Days
C0971,Completed,2,2,1,0,100.0,Yes,1,Engaged Within 3 Days
C0972,Completed,5,5,1,0,78.6,Yes,1,Did Not Engage Within 3 Days
C0973,Completed,0,0,1,0,100.0,Partial,1,Engaged Within 3 Days
C0974,Completed,2,2,1,0,85.7,Yes,1,Engaged Within 3 Days
C0975,Completed,2,2,1,0,92.9,Yes,1,Engaged Within 3 Days
C0976,Completed,1,1,1,0,78.6,Partial,1,Engaged Within 3 Days
C0977,Completed,0,0,1,0,100.0,Partial,1,Engaged Within 3 Days
C0978,Completed,7,7,1,0,100.0,Yes,1,Did Not Engage Within 3 Days
C0979,Completed,2,2,1,0,92.9,Yes,1,Engaged Within 3 Days
C0980,Inactive,5,5,0,1,21.4,Ongoing,0,Did Not Engage Within 3 Days
C0981,Completed,2,2,1,0,85.7,Yes,1,Engaged Within 3 Days
C0982,Quit,0,0,0,1,7.1,No,0,Engaged Within 3 Days
C0983,Completed,2,2,1,0,78.6,Yes,1,Engaged Within 3 Days
C0984,Completed,5,5,1,0,85.7,Partial,1,Did Not Engage Within 3 Days
C0985,Completed,0,0,1,0,92.9,Yes,1,Engaged Within 3 Days
C0986,Completed,1,1,1,0,78.6,Yes,1,Engaged Within 3 Days
C0987,Completed,3,3,1,0,85.7,Yes,1,Engaged Within 3 Days
C0988,Completed,0,0,1,0,92.9,Yes,1,Engaged Within 3 Days
C0989,Completed,0,0,1,0,85.7,Yes,1,Engaged Within 3 Days
C0990,Completed,2,2,1,0,100.0,Partial,1,Engaged Within 3 Days
C0991,Completed,2,2,1,0,92.9,Yes,1,Engaged Within 3 Days
C0992,Completed,0,0,1,0,92.9,Partial,1,Engaged Within 3 Days
C0993,Completed,1,1,1,0,78.6,Yes,1,Engaged Within 3 Days
C0994,Ghost,3,3,0,1,7.1,No,0,Engaged Within 3 Days
C0995,Completed,0,0,1,0,100.0,Yes,1,Engaged Within 3 Days
C0996,Ghost,999,999,0,1,0.0,No,0,Did Not Engage Within 3 Days
C0997,Inactive,0,0,0,1,14.3,Ongoing,0,Engaged Within 3 Days
C0998,Completed,5,5,1,0,78.6,Partial,1,Did Not Engage Within 3 Days
C0999,Completed,1,1,1,0,92.9,Yes,1,Engaged Within 3 Days
C1000,Completed,0,0,1,0,100.0,Partial,1,Engaged Within 3 Days
C1001,Completed,3,3,1,0,78.6,Partial,1,Engaged Within 3 Days
C1002,Completed,2,2,1,0,92.9,Yes,1,Engaged Within 3 Days
C1003,Completed,2,2,1,0,78.6,Partial,1,Engaged Within 3 Days
C1004,Ghost,1,1,0,1,0.0,No,0,Engaged Within 3 Days
C1005,Completed,0,0,1,0,85.7,Partial,1,Engaged Within 3 Days
C1006,Completed,2,2,1,0,85.7,Partial,1,Engaged Within 3 Days
C1007,Completed,0,0,1,0,92.9,Yes,1,Engaged Within 3 Days
C1008,Completed,1,1,1,0,78.6,Yes,1,Engaged Within 3 Days
C1009,Ghost,2,2,0,1,7.1,No,0,Engaged Within 3 Days
C1010,Completed,0,0,1,0,85.7,Yes,1,Engaged Within 3 Days
C1011,Completed,2,2,1,0,100.0,Yes,1,Engaged Within 3 Days
C1012,Completed,0,0,1,0,85.7,Yes,1,Engaged Within 3 Days
C1013,Completed,2,2,1,0,92.9,Yes,1,Engaged Within 3 Days
C1014,Completed,1,1,1,0,100.0,Yes,1,Engaged Within 3 Days
C1015,Completed,1,1,1,0,100.0,Yes,1,Engaged Within 3 Days
C1016,Completed,5,5,1,0,78.6,Yes,1,Did Not Engage Within 3 Days
C1017,Completed,1,1,1,0,78.6,Partial,1,Engaged Within 3 Days
C1018,Completed,5,5,1,0,78.6,Partial,1,Did Not Engage Within 3 Days
C1019,Completed,0,0,1,0,85.7,Yes,1,Engaged Within 3 Days
C1020,Completed,0,0,1,0,92.9,Partial,1,Engaged Within 3 Days
C1021,Completed,0,0,1,0,78.6,Yes,1,Engaged Within 3 Days
C1022,Completed,0,0,1,0,100.0,Partial,1,Engaged Within 3 Days
C1023,Completed,2,2,1,0,78.6,Yes,1,Engaged Within 3 Days
C1024,Completed,1,1,1,0,85.7,Partial,1,Engaged Within 3 Days
C1025,Completed,3,3,1,0,85.7,Yes,1,Engaged Within 3 Days
C1026,Completed,2,2,1,0,78.6,Partial,1,Engaged Within 3 Days
C1027,Completed,1,1,1,0,78.6,Partial,1,Engaged Within 3 Days
C1028,Completed,3,3,1,0,85.7,Yes,1,Engaged Within 3 Days
C1029,Completed,0,0,1,0,92.9,Yes,1,Engaged Within 3 Days
C1030,Ghost,0,0,0,1,7.1,No,0,Engaged Within 3 Days
C1031,Completed,7,7,1,0,85.7,Yes,1,Did Not Engage Within 3 Days
C1032,Inactive,7,7,0,1,14.3,Ongoing,0,Did Not Engage Within 3 Days
C1033,Completed,1,1,1,0,100.0,Yes,1,Engaged Within 3 Days
C1034,Completed,0,0,1,0,92.9,Yes,1,Engaged Within 3 Days
C1035,Completed,0,0,1,0,92.9,Partial,1,Engaged Within 3 Days
C1036,Completed,0,0,1,0,100.0,Partial,1,Engaged Within 3 Days
C1037,Inactive,2,2,0,1,21.4,Ongoing,0,Engaged Within 3 Days
C1038,Completed,7,7,1,0,78.6,Yes,1,Did Not Engage Within 3 Days
C1039,Completed,3,3,1,0,78.6,Yes,1,Engaged Within 3 Days
C1040,Completed,3,3,1,0,78.6,Yes,1,Engaged Within 3 Days
C1041,Completed,2,2,1,0,100.0,Yes,1,Engaged Within 3 Days
C1042,Completed,3,3,1,0,100.0,Partial,1,Engaged Within 3 Days
C1043,Completed,1,1,1,0,78.6,Partial,1,Engaged Within 3 Days
C1044,Completed,0,0,1,0,85.7,Partial,1,Engaged Within 3 Days
C1045,Completed,1,1,1,0,85.7,Yes,1,Engaged Within 3 Days
C1046,Completed,0,0,1,0,85.7,Partial,1,Engaged Within 3 Days
C1047,Completed,0,0,1,0,100.0,Yes,1,Engaged Within 3 Days
C1048,Completed,1,1,1,0,78.6,Yes,1,Engaged Within 3 Days
C1049,Ghost,5,5,0,1,7.1,No,0,Did Not Engage Within 3 Days
C1050,Completed,1,1,1,0,100.0,Yes,1,Engaged Within 3 Days
C1051,Completed,0,0,1,0,78.6,Partial,1,Engaged Within 3 Days
C1052,Inactive,1,1,0,1,14.3,Ongoing,0,Engaged Within 3 Days
C1053,Completed,1,1,1,0,85.7,Yes,1,Engaged Within 3 Days
C1054,Completed,2,2,1,0,78.6,Partial,1,Engaged Within 3 Days
C1055,Completed,3,3,1,0,85.7,Yes,1,Engaged Within 3 Days
C1056,Inactive,0,0,0,1,28.6,Ongoing,0,Engaged Within 3 Days
C1057,Completed,3,3,1,0,78.6,Yes,1,Engaged Within 3 Days
C1058,Completed,3,3,1,0,78.6,Yes,1,Engaged Within 3 Days
C1059,Completed,0,0,1,0,78.6,Partial,1,Engaged Within 3 Days
C1060,Ghost,999,999,0,1,0.0,No,0,Did Not Engage Within 3 Days
C1061,Inactive,2,2,0,1,14.3,Ongoing,0,Engaged Within 3 Days
C1062,Inactive,5,5,0,1,14.3,Ongoing,0,Did Not Engage Within 3 Days
C1063,Completed,3,3,1,0,78.6,Yes,1,Engaged Within 3 Days
C1064,Completed,5,5,1,0,100.0,Yes,1,Did Not Engage Within 3 Days
C1065,Completed,3,3,1,0,85.7,Yes,1,Engaged Within 3 Days
C1066,Completed,3,3,1,0,78.6,Partial,1,Engaged Within 3 Days
C1067,Completed,0,0,1,0,92.9,Yes,1,Engaged Within 3 Days
C1068,Completed,0,0,1,0,92.9,Yes,1,Engaged Within 3 Days
C1069,Completed,2,2,1,0,92.9,Yes,1,Engaged Within 3 Days
C1070,Completed,3,3,1,0,100.0,Yes,1,Engaged Within 3 Days
C1071,Completed,0,0,1,0,92.9,Partial,1,Engaged Within 3 Days
C1072,Inactive,2,2,0,1,21.4,Ongoing,0,Engaged Within 3 Days
C1073,Quit,3,3,0,1,21.4,No,0,Engaged Within 3 Days
C1074,Completed,0,0,1,0,92.9,Yes,1,Engaged Within 3 Days
