Client_ID,Age,Gender,Country,Goal_Type,Lead_Source,Goal_Achieved,Checkin_Rate_Pct,Progress_Photos_Shared,Second_Round,Referred_Someone,Goal_Achieved_Score,Checkin_Score,Progress_Photos_Score,Second_Round_Score,Referral_Score,Superfan_Score,Superfan_Score_Rounded,Superfan_Segment
C1555,31,Female,Nepal,Weight Loss,Instagram,Yes,85.7,Yes,No,1,3,1.71,1,0,2,7.71,8,Happy
C1556,38,Female,Australia,Weight Gain,Instagram,Partial,85.7,Yes,No,0,1,1.71,1,0,0,3.71,4,Neutral
C1557,22,Female,UAE,Body Transformation,Referral,Partial,85.7,Yes,Yes,0,1,1.71,1,2,0,5.71,6,Happy
C1558,59,Female,USA,Body Transformation,Referral,Yes,78.6,No,No,1,3,1.57,0,0,2,6.57,7,Happy
C1559,42,Female,Canada,Weight Loss,Referral,Partial,85.7,No,No,0,1,1.71,0,0,0,2.71,3,At Risk
C1560,46,Female,Australia,Body Transformation,Referral,No,0.0,No,No,0,0,0.0,0,0,0,0.0,0,At Risk
C1561,31,Male,Australia,Body Transformation,TikTok,Partial,85.7,Yes,No,1,1,1.71,1,0,2,5.71,6,Happy
C1562,38,Female,Nepal,Weight Loss,TikTok,Ongoing,28.6,No,No,0,0,0.57,0,0,0,0.57,1,At Risk
C1563,52,Female,USA,Weight Loss,Referral,Ongoing,35.7,No,No,0,0,0.71,0,0,0,0.71,1,At Risk
C1564,37,Female,Australia,Weight Gain,TikTok,Partial,92.9,Yes,No,0,1,1.86,1,0,0,3.86,4,Neutral
C1565,59,Female,Australia,Weight Loss,TikTok,Yes,92.9,Yes,No,0,3,1.86,1,0,0,5.86,6,Happy
C1566,28,Female,Australia,Body Transformation,TikTok,Yes,85.7,Yes,No,0,3,1.71,1,0,0,5.71,6,Happy
C1567,35,Female,USA,Body Transformation,TikTok,Ongoing,21.4,No,No,0,0,0.43,0,0,0,0.43,0,At Risk
C1568,25,Female,Australia,Weight Gain,TikTok,Partial,85.7,Yes,No,0,1,1.71,1,0,0,3.71,4,Neutral
C1569,37,Female,USA,Body Transformation,Instagram,Yes,85.7,Yes,No,0,3,1.71,1,0,0,5.71,6,Happy
C1570,23,Male,Australia,Weight Gain,TikTok,No,7.1,Yes,Yes,1,0,0.14,1,2,2,5.14,5,Happy
C1571,58,Female,USA,Weight Gain,Instagram,Partial,78.6,Yes,No,0,1,1.57,1,0,0,3.57,4,Neutral
C1572,30,Female,USA,Body Transformation,Referral,Yes,78.6,Yes,Yes,0,3,1.57,1,2,0,7.57,8,Happy
C1573,43,Female,Nepal,Weight Loss,Instagram,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C1574,32,Female,Australia,Weight Loss,Instagram,Yes,92.9,Yes,No,0,3,1.86,1,0,0,5.86,6,Happy
C1575,19,Female,Other,Body Transformation,Referral,Yes,78.6,Yes,No,1,3,1.57,1,0,2,7.57,8,Happy
C1576,38,Female,Nepal,Body Transformation,Instagram,Partial,92.9,Yes,No,0,1,1.86,1,0,0,3.86,4,Neutral
C1577,29,Female,USA,Weight Loss,Referral,Ongoing,28.6,No,No,0,0,0.57,0,0,0,0.57,1,At Risk
C1578,36,Female,Australia,Body Transformation,Referral,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C1579,40,Female,Australia,Body Transformation,TikTok,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C1580,25,Female,Australia,Weight Loss,TikTok,Partial,85.7,Yes,No,0,1,1.71,1,0,0,3.71,4,Neutral
C1581,35,Female,Australia,Weight Loss,Referral,No,21.4,No,Yes,1,0,0.43,0,2,2,4.43,4,Neutral
C1582,43,Female,Australia,Weight Gain,TikTok,Yes,78.6,No,No,0,3,1.57,0,0,0,4.57,5,Neutral
C1583,24,Male,Australia,Weight Loss,Instagram,Partial,85.7,Yes,No,0,1,1.71,1,0,0,3.71,4,Neutral
C1584,45,Female,USA,Weight Loss,TikTok,Yes,78.6,Yes,No,1,3,1.57,1,0,2,7.57,8,Happy
C1585,20,Female,Canada,Weight Gain,Referral,Yes,100.0,Yes,No,0,3,2.0,1,0,0,6.0,6,Happy
C1586,37,Female,Australia,Weight Gain,Referral,Partial,85.7,Yes,No,0,1,1.71,1,0,0,3.71,4,Neutral
C1587,19,Female,Australia,Weight Loss,TikTok,Partial,100.0,Yes,No,0,1,2.0,1,0,0,4.0,4,Neutral
C1588,52,Male,Australia,Weight Loss,TikTok,Partial,85.7,No,No,0,1,1.71,0,0,0,2.71,3,At Risk
C1589,56,Male,Australia,Weight Loss,TikTok,Partial,85.7,No,No,0,1,1.71,0,0,0,2.71,3,At Risk
C1590,45,Male,Australia,Weight Loss,TikTok,Yes,92.9,No,No,0,3,1.86,0,0,0,4.86,5,Neutral
C1591,26,Male,USA,Body Transformation,TikTok,Yes,100.0,No,No,0,3,2.0,0,0,0,5.0,5,Happy
C1592,20,Male,USA,Weight Loss,TikTok,Partial,100.0,Yes,No,1,1,2.0,1,0,2,6.0,6,Happy
C1593,50,Male,Australia,Weight Gain,TikTok,Partial,100.0,No,No,0,1,2.0,0,0,0,3.0,3,Neutral
C1594,38,Female,USA,Weight Loss,TikTok,No,7.1,No,No,0,0,0.14,0,0,0,0.14,0,At Risk
C1595,37,Female,Australia,Weight Gain,TikTok,Partial,92.9,Yes,No,0,1,1.86,1,0,0,3.86,4,Neutral
C1596,37,Female,Australia,Body Transformation,Instagram,Partial,78.6,Yes,No,1,1,1.57,1,0,2,5.57,6,Happy
C1597,48,Female,Australia,Weight Loss,TikTok,Ongoing,28.6,No,No,0,0,0.57,0,0,0,0.57,1,At Risk
C1598,51,Female,Nepal,Weight Loss,Instagram,Yes,100.0,Yes,No,1,3,2.0,1,0,2,8.0,8,Superfan
C1599,37,Male,Canada,Body Transformation,TikTok,Yes,100.0,No,No,0,3,2.0,0,0,0,5.0,5,Happy
C1600,26,Female,USA,Weight Gain,TikTok,Yes,85.7,Yes,No,1,3,1.71,1,0,2,7.71,8,Happy
C1601,25,Female,USA,Weight Gain,Referral,Yes,78.6,No,Yes,0,3,1.57,0,2,0,6.57,7,Happy
C1602,24,Female,Australia,Weight Loss,TikTok,Yes,92.9,No,No,0,3,1.86,0,0,0,4.86,5,Neutral
C1603,33,Female,UAE,Body Transformation,TikTok,Ongoing,14.3,No,No,0,0,0.29,0,0,0,0.29,0,At Risk
C1604,34,Female,Australia,Weight Loss,Instagram,Yes,92.9,Yes,No,1,3,1.86,1,0,2,7.86,8,Happy
C1605,25,Female,USA,Weight Loss,Referral,Yes,78.6,Yes,No,1,3,1.57,1,0,2,7.57,8,Happy
C1606,26,Female,Other,Weight Loss,TikTok,Partial,85.7,Yes,No,0,1,1.71,1,0,0,3.71,4,Neutral
C1607,47,Female,USA,Weight Loss,Referral,Yes,85.7,Yes,No,0,3,1.71,1,0,0,5.71,6,Happy
C1608,38,Female,USA,Weight Gain,TikTok,Yes,92.9,Yes,No,0,3,1.86,1,0,0,5.86,6,Happy
C1609,21,Female,USA,Body Transformation,TikTok,Yes,85.7,Yes,No,0,3,1.71,1,0,0,5.71,6,Happy
C1610,38,Male,Australia,Body Transformation,TikTok,Yes,100.0,Yes,No,0,3,2.0,1,0,0,6.0,6,Happy
C1611,21,Female,Australia,Weight Loss,TikTok,Partial,85.7,Yes,No,0,1,1.71,1,0,0,3.71,4,Neutral
C1612,47,Male,Australia,Body Transformation,Referral,Yes,85.7,Yes,No,1,3,1.71,1,0,2,7.71,8,Happy
C1613,34,Female,Australia,Weight Loss,Referral,Yes,92.9,Yes,No,0,3,1.86,1,0,0,5.86,6,Happy
C1614,33,Male,USA,Weight Loss,TikTok,Partial,85.7,No,No,1,1,1.71,0,0,2,4.71,5,Neutral
C1615,29,Female,Australia,Weight Loss,Referral,Yes,85.7,Yes,No,0,3,1.71,1,0,0,5.71,6,Happy
C1616,33,Male,Nepal,Weight Gain,TikTok,Yes,78.6,Yes,No,1,3,1.57,1,0,2,7.57,8,Happy
C1617,41,Female,Australia,Weight Loss,Referral,Yes,92.9,Yes,No,0,3,1.86,1,0,0,5.86,6,Happy
C1618,21,Female,Nepal,Body Transformation,TikTok,Yes,92.9,No,No,1,3,1.86,0,0,2,6.86,7,Happy
C1619,21,Male,Canada,Weight Loss,TikTok,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C1620,50,Female,USA,Body Transformation,TikTok,Partial,85.7,Yes,No,0,1,1.71,1,0,0,3.71,4,Neutral
C1621,32,Female,Australia,Weight Loss,TikTok,Yes,78.6,No,No,0,3,1.57,0,0,0,4.57,5,Neutral
C1622,46,Male,Australia,Weight Gain,TikTok,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C1623,18,Female,USA,Weight Loss,TikTok,No,7.1,No,No,0,0,0.14,0,0,0,0.14,0,At Risk
C1624,36,Female,Canada,Body Transformation,Referral,Yes,85.7,Yes,Yes,0,3,1.71,1,2,0,7.71,8,Happy
C1625,32,Male,UAE,Body Transformation,TikTok,Yes,85.7,Yes,No,0,3,1.71,1,0,0,5.71,6,Happy
C1626,59,Female,USA,Body Transformation,TikTok,Yes,92.9,Yes,No,0,3,1.86,1,0,0,5.86,6,Happy
C1627,44,Female,Australia,Weight Loss,TikTok,Yes,85.7,Yes,No,0,3,1.71,1,0,0,5.71,6,Happy
C1628,34,Male,Australia,Weight Gain,Referral,Ongoing,35.7,No,No,0,0,0.71,0,0,0,0.71,1,At Risk
C1629,27,Male,USA,Weight Gain,Referral,Yes,85.7,Yes,Yes,0,3,1.71,1,2,0,7.71,8,Happy
C1630,33,Female,Australia,Body Transformation,Referral,Partial,92.9,Yes,Yes,1,1,1.86,1,2,2,7.86,8,Happy
C1631,42,Female,Canada,Weight Loss,TikTok,Yes,85.7,Yes,No,0,3,1.71,1,0,0,5.71,6,Happy
C1632,42,Male,UAE,Weight Loss,TikTok,Yes,85.7,No,No,1,3,1.71,0,0,2,6.71,7,Happy
C1633,25,Female,Australia,Weight Gain,TikTok,No,7.1,No,Yes,0,0,0.14,0,2,0,2.14,2,At Risk
C1634,26,Female,Other,Weight Gain,Referral,Yes,85.7,No,No,1,3,1.71,0,0,2,6.71,7,Happy
C1635,42,Female,USA,Weight Loss,TikTok,Yes,92.9,No,No,1,3,1.86,0,0,2,6.86,7,Happy
C1636,35,Male,USA,Weight Loss,Referral,Yes,85.7,Yes,No,0,3,1.71,1,0,0,5.71,6,Happy
C1637,50,Female,Australia,Body Transformation,TikTok,Partial,85.7,Yes,No,0,1,1.71,1,0,0,3.71,4,Neutral
C1638,58,Female,Australia,Body Transformation,TikTok,Yes,100.0,Yes,No,1,3,2.0,1,0,2,8.0,8,Superfan
C1639,27,Male,Australia,Weight Loss,TikTok,Yes,100.0,Yes,No,0,3,2.0,1,0,0,6.0,6,Happy
C1640,48,Female,USA,Weight Loss,Referral,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C1641,26,Female,Nepal,Weight Loss,Referral,Partial,92.9,Yes,Yes,1,1,1.86,1,2,2,7.86,8,Happy
C1642,24,Female,USA,Weight Loss,TikTok,Partial,78.6,No,No,0,1,1.57,0,0,0,2.57,3,At Risk
C1643,28,Female,Canada,Weight Gain,TikTok,Yes,100.0,Yes,No,0,3,2.0,1,0,0,6.0,6,Happy
C1644,19,Female,Australia,Weight Gain,Referral,Yes,85.7,Yes,Yes,1,3,1.71,1,2,2,9.71,10,Superfan
C1645,20,Female,Nepal,Weight Loss,TikTok,Partial,100.0,Yes,No,0,1,2.0,1,0,0,4.0,4,Neutral
C1646,20,Female,Australia,Weight Gain,Instagram,Yes,92.9,Yes,No,1,3,1.86,1,0,2,7.86,8,Happy
C1647,35,Male,Nepal,Weight Loss,Referral,Yes,85.7,Yes,Yes,0,3,1.71,1,2,0,7.71,8,Happy
C1648,22,Female,USA,Body Transformation,Instagram,Ongoing,14.3,No,No,0,0,0.29,0,0,0,0.29,0,At Risk
C1649,52,Female,USA,Weight Loss,TikTok,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C1650,27,Female,Australia,Weight Loss,TikTok,Partial,100.0,Yes,No,0,1,2.0,1,0,0,4.0,4,Neutral
C1651,20,Male,USA,Weight Loss,Referral,Partial,100.0,Yes,Yes,1,1,2.0,1,2,2,8.0,8,Superfan
C1652,24,Male,Australia,Weight Loss,TikTok,Partial,92.9,No,No,0,1,1.86,0,0,0,2.86,3,At Risk
C1653,25,Female,USA,Body Transformation,Instagram,No,0.0,No,Yes,0,0,0.0,0,2,0,2.0,2,At Risk
C1654,28,Male,USA,Body Transformation,TikTok,Yes,100.0,Yes,No,0,3,2.0,1,0,0,6.0,6,Happy
C1655,49,Female,Nepal,Weight Gain,Referral,Ongoing,28.6,No,No,0,0,0.57,0,0,0,0.57,1,At Risk
C1656,30,Female,Nepal,Body Transformation,Instagram,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C1657,37,Female,USA,Weight Loss,TikTok,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C1658,23,Female,Australia,Weight Loss,Instagram,Yes,100.0,Yes,No,1,3,2.0,1,0,2,8.0,8,Superfan
C1659,58,Female,Australia,Weight Gain,Referral,Yes,92.9,Yes,No,0,3,1.86,1,0,0,5.86,6,Happy
C1660,25,Male,Nepal,Body Transformation,TikTok,Yes,78.6,No,No,0,3,1.57,0,0,0,4.57,5,Neutral
C1661,29,Female,Nepal,Weight Gain,TikTok,Yes,100.0,Yes,No,0,3,2.0,1,0,0,6.0,6,Happy
C1662,34,Female,Australia,Weight Gain,TikTok,Partial,78.6,Yes,No,1,1,1.57,1,0,2,5.57,6,Happy
C1663,39,Female,USA,Body Transformation,TikTok,Yes,92.9,No,No,0,3,1.86,0,0,0,4.86,5,Neutral
C1664,31,Male,Australia,Weight Loss,TikTok,Partial,85.7,No,No,0,1,1.71,0,0,0,2.71,3,At Risk
C1665,42,Female,Australia,Weight Gain,TikTok,Yes,85.7,Yes,No,1,3,1.71,1,0,2,7.71,8,Happy
C1666,33,Female,Australia,Weight Gain,TikTok,Yes,85.7,Yes,No,0,3,1.71,1,0,0,5.71,6,Happy
C1667,25,Female,Australia,Weight Gain,TikTok,Yes,92.9,Yes,No,0,3,1.86,1,0,0,5.86,6,Happy
C1668,50,Female,Australia,Weight Loss,TikTok,Partial,78.6,Yes,No,0,1,1.57,1,0,0,3.57,4,Neutral
C1669,38,Female,Canada,Weight Loss,Referral,Yes,100.0,Yes,No,0,3,2.0,1,0,0,6.0,6,Happy
C1670,28,Male,Nepal,Weight Loss,TikTok,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C1671,34,Female,USA,Weight Loss,Instagram,Partial,100.0,No,No,0,1,2.0,0,0,0,3.0,3,Neutral
C1672,51,Female,Nepal,Weight Loss,Referral,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C1673,27,Female,USA,Weight Loss,Instagram,Yes,92.9,Yes,No,1,3,1.86,1,0,2,7.86,8,Happy
C1674,39,Female,Australia,Weight Gain,TikTok,No,0.0,No,Yes,0,0,0.0,0,2,0,2.0,2,At Risk
C1675,23,Female,USA,Body Transformation,Instagram,Ongoing,35.7,No,No,0,0,0.71,0,0,0,0.71,1,At Risk
C1676,25,Male,USA,Weight Loss,Instagram,Yes,92.9,Yes,No,0,3,1.86,1,0,0,5.86,6,Happy
C1677,30,Female,USA,Weight Loss,Referral,Yes,85.7,Yes,No,0,3,1.71,1,0,0,5.71,6,Happy
C1678,56,Male,Nepal,Weight Loss,Referral,Partial,78.6,Yes,No,0,1,1.57,1,0,0,3.57,4,Neutral
C1679,24,Female,Australia,Weight Loss,Referral,Partial,92.9,No,No,1,1,1.86,0,0,2,4.86,5,Neutral
C1680,18,Male,Nepal,Weight Loss,TikTok,Yes,78.6,No,No,1,3,1.57,0,0,2,6.57,7,Happy
C1681,37,Female,USA,Weight Gain,TikTok,Yes,85.7,Yes,No,0,3,1.71,1,0,0,5.71,6,Happy
C1682,35,Female,USA,Weight Loss,Referral,Partial,92.9,Yes,Yes,0,1,1.86,1,2,0,5.86,6,Happy
C1683,44,Female,Australia,Weight Gain,TikTok,Yes,100.0,Yes,No,1,3,2.0,1,0,2,8.0,8,Superfan
C1684,58,Female,USA,Weight Gain,Instagram,Ongoing,14.3,Yes,No,0,0,0.29,1,0,0,1.29,1,At Risk
C1685,48,Male,USA,Weight Loss,Other,Yes,78.6,Yes,No,1,3,1.57,1,0,2,7.57,8,Happy
C1686,39,Male,USA,Weight Loss,TikTok,Yes,85.7,Yes,No,1,3,1.71,1,0,2,7.71,8,Happy
C1687,29,Male,Australia,Weight Loss,TikTok,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C1688,23,Female,Nepal,Weight Gain,Referral,Yes,100.0,Yes,No,0,3,2.0,1,0,0,6.0,6,Happy
C1689,25,Female,Nepal,Weight Loss,Referral,Partial,100.0,Yes,Yes,0,1,2.0,1,2,0,6.0,6,Happy
C1690,21,Male,Australia,Weight Loss,Referral,Partial,92.9,Yes,No,0,1,1.86,1,0,0,3.86,4,Neutral
C1691,25,Female,USA,Weight Loss,Instagram,Yes,92.9,No,No,0,3,1.86,0,0,0,4.86,5,Neutral
C1692,41,Male,Nepal,Weight Loss,Other,Yes,92.9,Yes,No,0,3,1.86,1,0,0,5.86,6,Happy
C1693,19,Male,USA,Weight Loss,TikTok,Partial,100.0,Yes,No,0,1,2.0,1,0,0,4.0,4,Neutral
C1694,18,Female,Nepal,Weight Gain,Referral,Yes,92.9,No,Yes,1,3,1.86,0,2,2,8.86,9,Superfan
C1695,30,Female,USA,Weight Gain,TikTok,Ongoing,14.3,No,No,0,0,0.29,0,0,0,0.29,0,At Risk
C1696,26,Female,USA,Body Transformation,Instagram,Partial,85.7,Yes,No,0,1,1.71,1,0,0,3.71,4,Neutral
C1697,27,Male,Canada,Body Transformation,Referral,Yes,92.9,Yes,Yes,1,3,1.86,1,2,2,9.86,10,Superfan
C1698,24,Male,UAE,Weight Loss,Referral,Yes,78.6,Yes,Yes,0,3,1.57,1,2,0,7.57,8,Happy
C1699,25,Male,Australia,Weight Loss,Referral,Yes,92.9,Yes,No,1,3,1.86,1,0,2,7.86,8,Happy
C1700,22,Male,USA,Body Transformation,TikTok,Yes,78.6,No,No,0,3,1.57,0,0,0,4.57,5,Neutral
C1701,41,Female,Nepal,Body Transformation,TikTok,Partial,92.9,Yes,No,0,1,1.86,1,0,0,3.86,4,Neutral
C1702,44,Female,Australia,Body Transformation,TikTok,Yes,85.7,Yes,No,0,3,1.71,1,0,0,5.71,6,Happy
C1703,18,Male,USA,Weight Gain,Other,Ongoing,21.4,No,No,0,0,0.43,0,0,0,0.43,0,At Risk
C1704,34,Female,Australia,Weight Loss,TikTok,Yes,85.7,No,No,0,3,1.71,0,0,0,4.71,5,Neutral
C1705,46,Male,Nepal,Weight Loss,Referral,Yes,92.9,Yes,Yes,0,3,1.86,1,2,0,7.86,8,Happy
C1706,23,Female,USA,Weight Loss,TikTok,Ongoing,14.3,No,No,0,0,0.29,0,0,0,0.29,0,At Risk
C1707,32,Female,Australia,Weight Loss,TikTok,Partial,85.7,No,No,1,1,1.71,0,0,2,4.71,5,Neutral
C1708,34,Male,Australia,Weight Loss,Referral,No,0.0,No,No,0,0,0.0,0,0,0,0.0,0,At Risk
C1709,20,Female,USA,Weight Loss,Instagram,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C1710,43,Female,Australia,Weight Loss,Referral,Partial,85.7,No,Yes,0,1,1.71,0,2,0,4.71,5,Neutral
C1711,27,Male,USA,Weight Gain,TikTok,Yes,85.7,Yes,No,0,3,1.71,1,0,0,5.71,6,Happy
C1712,33,Male,USA,Body Transformation,TikTok,Yes,100.0,Yes,No,0,3,2.0,1,0,0,6.0,6,Happy
C1713,29,Female,UAE,Weight Loss,Referral,Yes,78.6,No,No,0,3,1.57,0,0,0,4.57,5,Neutral
C1714,34,Male,UAE,Weight Loss,Instagram,Yes,92.9,Yes,No,0,3,1.86,1,0,0,5.86,6,Happy
C1715,45,Female,USA,Weight Loss,TikTok,Yes,78.6,Yes,No,1,3,1.57,1,0,2,7.57,8,Happy
C1716,20,Female,UAE,Weight Loss,TikTok,Yes,85.7,Yes,No,1,3,1.71,1,0,2,7.71,8,Happy
C1717,37,Male,Australia,Body Transformation,TikTok,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C1718,38,Female,Canada,Weight Gain,TikTok,Partial,92.9,Yes,No,1,1,1.86,1,0,2,5.86,6,Happy
C1719,18,Female,Canada,Weight Loss,Referral,Yes,92.9,No,No,0,3,1.86,0,0,0,4.86,5,Neutral
C1720,47,Female,Australia,Weight Loss,Referral,Yes,85.7,Yes,No,0,3,1.71,1,0,0,5.71,6,Happy
C1721,43,Female,Australia,Weight Loss,TikTok,Partial,92.9,Yes,No,0,1,1.86,1,0,0,3.86,4,Neutral
C1722,45,Female,Australia,Weight Loss,Instagram,Yes,78.6,No,No,1,3,1.57,0,0,2,6.57,7,Happy
C1723,19,Female,USA,Weight Loss,TikTok,Yes,100.0,Yes,No,0,3,2.0,1,0,0,6.0,6,Happy
C1724,27,Female,UAE,Weight Loss,TikTok,Partial,85.7,Yes,No,0,1,1.71,1,0,0,3.71,4,Neutral
C1725,21,Male,Nepal,Weight Loss,Other,Partial,78.6,Yes,No,0,1,1.57,1,0,0,3.57,4,Neutral
C1726,22,Male,UAE,Body Transformation,Referral,Yes,100.0,No,Yes,0,3,2.0,0,2,0,7.0,7,Happy
C1727,28,Male,USA,Body Transformation,Referral,Yes,78.6,No,No,0,3,1.57,0,0,0,4.57,5,Neutral
C1728,30,Female,USA,Body Transformation,TikTok,Yes,85.7,Yes,No,1,3,1.71,1,0,2,7.71,8,Happy
C1729,36,Male,Australia,Weight Gain,TikTok,No,7.1,No,Yes,0,0,0.14,0,2,0,2.14,2,At Risk
C1730,33,Female,USA,Weight Loss,Other,Partial,92.9,Yes,No,0,1,1.86,1,0,0,3.86,4,Neutral
C1731,31,Male,USA,Weight Loss,Instagram,No,7.1,No,Yes,0,0,0.14,0,2,0,2.14,2,At Risk
C1732,25,Female,Canada,Body Transformation,TikTok,Yes,92.9,Yes,No,0,3,1.86,1,0,0,5.86,6,Happy
C1733,53,Female,Australia,Body Transformation,Referral,No,21.4,No,Yes,1,0,0.43,0,2,2,4.43,4,Neutral
C1734,29,Female,USA,Weight Loss,Referral,Yes,100.0,Yes,No,0,3,2.0,1,0,0,6.0,6,Happy
C1735,25,Female,USA,Weight Loss,Referral,Yes,92.9,No,No,0,3,1.86,0,0,0,4.86,5,Neutral
C1736,23,Female,USA,Weight Loss,Other,Partial,100.0,Yes,No,0,1,2.0,1,0,0,4.0,4,Neutral
C1737,32,Female,Australia,Weight Loss,TikTok,No,21.4,Yes,Yes,0,0,0.43,1,2,0,3.43,3,Neutral
C1738,31,Female,USA,Weight Gain,Instagram,Yes,92.9,Yes,No,0,3,1.86,1,0,0,5.86,6,Happy
C1739,25,Male,USA,Body Transformation,TikTok,Ongoing,21.4,No,No,0,0,0.43,0,0,0,0.43,0,At Risk
C1740,22,Male,Nepal,Weight Loss,Instagram,No,21.4,No,Yes,0,0,0.43,0,2,0,2.43,2,At Risk
C1741,30,Male,Canada,Weight Loss,TikTok,Yes,92.9,Yes,No,1,3,1.86,1,0,2,7.86,8,Happy
C1742,38,Female,Australia,Weight Loss,Other,Ongoing,35.7,No,No,0,0,0.71,0,0,0,0.71,1,At Risk
C1743,30,Male,USA,Weight Loss,TikTok,Partial,85.7,Yes,No,0,1,1.71,1,0,0,3.71,4,Neutral
C1744,24,Female,Nepal,Weight Loss,TikTok,Partial,85.7,Yes,No,1,1,1.71,1,0,2,5.71,6,Happy
C1745,36,Female,Other,Body Transformation,TikTok,Partial,100.0,Yes,No,0,1,2.0,1,0,0,4.0,4,Neutral
C1746,58,Male,USA,Body Transformation,Referral,Partial,78.6,Yes,No,1,1,1.57,1,0,2,5.57,6,Happy
C1747,39,Female,Nepal,Weight Gain,Other,Ongoing,28.6,No,No,1,0,0.57,0,0,2,2.57,3,At Risk
C1748,29,Female,Nepal,Body Transformation,TikTok,Partial,100.0,No,No,0,1,2.0,0,0,0,3.0,3,Neutral
C1749,39,Female,USA,Body Transformation,Other,Yes,78.6,Yes,No,1,3,1.57,1,0,2,7.57,8,Happy
C1750,27,Female,Australia,Weight Gain,Instagram,No,7.1,No,No,0,0,0.14,0,0,0,0.14,0,At Risk
C1751,26,Female,Nepal,Body Transformation,TikTok,Partial,78.6,No,No,0,1,1.57,0,0,0,2.57,3,At Risk
C1752,36,Male,Other,Body Transformation,TikTok,Yes,92.9,Yes,No,0,3,1.86,1,0,0,5.86,6,Happy
C1753,19,Female,USA,Weight Loss,TikTok,Yes,78.6,No,No,0,3,1.57,0,0,0,4.57,5,Neutral
C1754,60,Female,Australia,Weight Loss,TikTok,Yes,100.0,Yes,No,0,3,2.0,1,0,0,6.0,6,Happy
C1755,23,Male,Nepal,Weight Loss,TikTok,Yes,78.6,No,No,0,3,1.57,0,0,0,4.57,5,Neutral
C1756,25,Male,Australia,Weight Gain,Referral,Partial,85.7,Yes,No,0,1,1.71,1,0,0,3.71,4,Neutral
C1757,37,Female,Australia,Weight Loss,Referral,Partial,78.6,No,Yes,0,1,1.57,0,2,0,4.57,5,Neutral
C1758,22,Female,Australia,Weight Loss,TikTok,Ongoing,21.4,Yes,No,0,0,0.43,1,0,0,1.43,1,At Risk
C1759,31,Male,Australia,Body Transformation,TikTok,Yes,85.7,Yes,No,1,3,1.71,1,0,2,7.71,8,Happy
C1760,37,Female,Australia,Weight Loss,TikTok,Ongoing,21.4,No,No,0,0,0.43,0,0,0,0.43,0,At Risk
C1761,48,Female,Australia,Body Transformation,TikTok,Yes,85.7,Yes,No,1,3,1.71,1,0,2,7.71,8,Happy
C1762,26,Female,Canada,Body Transformation,TikTok,Ongoing,28.6,No,No,0,0,0.57,0,0,0,0.57,1,At Risk
C1763,29,Female,Nepal,Weight Gain,TikTok,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C1764,33,Female,Canada,Body Transformation,Instagram,Ongoing,35.7,No,No,1,0,0.71,0,0,2,2.71,3,At Risk
C1765,27,Male,USA,Weight Gain,TikTok,Yes,92.9,Yes,No,0,3,1.86,1,0,0,5.86,6,Happy
C1766,44,Female,Other,Body Transformation,TikTok,Partial,78.6,No,No,1,1,1.57,0,0,2,4.57,5,Neutral
C1767,32,Female,USA,Body Transformation,TikTok,Partial,85.7,Yes,No,0,1,1.71,1,0,0,3.71,4,Neutral
C1768,25,Female,Australia,Weight Loss,TikTok,Yes,92.9,Yes,No,0,3,1.86,1,0,0,5.86,6,Happy
C1769,18,Female,Canada,Body Transformation,TikTok,Yes,78.6,No,No,0,3,1.57,0,0,0,4.57,5,Neutral
C1770,25,Female,Australia,Body Transformation,TikTok,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C1771,26,Female,UAE,Weight Gain,Referral,Yes,85.7,Yes,No,0,3,1.71,1,0,0,5.71,6,Happy
C1772,42,Male,Australia,Weight Loss,TikTok,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C1773,31,Female,Nepal,Weight Loss,Instagram,Yes,92.9,Yes,No,0,3,1.86,1,0,0,5.86,6,Happy
C1774,29,Female,Nepal,Weight Loss,Instagram,No,0.0,No,Yes,0,0,0.0,0,2,0,2.0,2,At Risk
C1775,23,Female,Australia,Weight Loss,TikTok,Ongoing,35.7,No,No,1,0,0.71,0,0,2,2.71,3,At Risk
